Datetime,rf-a,rf-a-sum,wl-ch-a,wl-a,rf-c,rf-c-sum,wl-ch-c,wl-c
4/18/2024 7:40,0,0,0.001,190.893,0,0,0.002,2.301
4/18/2024 7:50,0,0,0,190.893,0,0,-0.002,2.299
4/18/2024 8:00,0,0,0,190.893,0,0,-0.004,2.295
4/18/2024 8:10,0,0,0.001,190.894,0,0,0.003,2.298
4/18/2024 8:20,0,0,0.001,190.895,0,0,-0.004,2.294
4/18/2024 8:30,0,0,0,190.895,0,0,0,2.294
4/18/2024 8:40,0,0,-0.002,190.893,0,0,0.002,2.296
4/18/2024 8:50,0,0,0,190.893,0,0,-0.005,2.291
4/18/2024 9:00,0,0,0,190.893,0,0,0,2.291
4/18/2024 9:10,0,0,0.003,190.896,0,0,0.004,2.295
4/18/2024 9:20,0,0,-0.002,190.894,0,0,0.002,2.297
4/18/2024 9:30,0,0,0.001,190.895,0,0,-0.004,2.293
4/18/2024 9:40,0,0,0.001,190.896,0,0,-0.003,2.29
4/18/2024 9:50,0,0,0,190.896,0,0,-0.004,2.286
4/18/2024 10:00,0,0,-0.001,190.895,0,0,0.011,2.297
4/18/2024 10:10,0,0,0,190.895,0,0,-0.008,2.289
4/18/2024 10:20,0,0,0,190.895,0,0,0.001,2.29
4/18/2024 10:30,0,0,0.003,190.898,0,0,0.002,2.292
4/18/2024 10:40,0,0,-0.001,190.897,0,0,-0.002,2.29
4/18/2024 10:50,0,0,0,190.897,0,0,-0.001,2.289
4/18/2024 11:00,0,0,-0.001,190.896,0,0,0.002,2.291
4/18/2024 11:10,0,0,0.003,190.899,0,0,-0.002,2.289
4/18/2024 11:20,0,0,-0.004,190.895,0,0,-0.001,2.288
4/18/2024 11:30,0,0,-0.002,190.893,0,0,0.001,2.289
4/18/2024 11:40,0,0,0.003,190.896,0,0,-0.002,2.287
4/18/2024 11:50,0,0,0,190.896,0,0,0,2.287
4/18/2024 12:00,0,0,-0.003,190.893,0,0,0.002,2.289
4/18/2024 12:10,0,0,0,190.893,0,0,0.001,2.29
4/18/2024 12:20,0,0,0.003,190.896,0,0,-0.001,2.289
4/18/2024 12:30,0,0,-0.001,190.895,0,0,0.001,2.29
4/18/2024 12:40,0,0,0,190.895,0,0,-0.002,2.288
4/18/2024 12:50,0,0,-0.002,190.893,0,0,0.001,2.289
4/18/2024 13:00,0,0,-0.004,190.889,0,0,0.001,2.29
4/18/2024 13:10,0,0,0.004,190.893,0,0,0.001,2.291
4/18/2024 13:20,0,0,-0.001,190.892,0,0,-0.002,2.289
4/18/2024 13:30,0,0,0.002,190.894,0,0,0.001,2.29
4/18/2024 13:40,0,0,0,190.894,0,0,0,2.29
4/18/2024 13:50,0,0,-0.001,190.893,0,0,-0.001,2.289
4/18/2024 14:00,0,0,-0.001,190.892,0,0,0.003,2.292
4/18/2024 14:10,0,0,0.002,190.894,0,0,-0.001,2.291
4/18/2024 14:20,0,0,-0.003,190.891,0,0,-0.001,2.29
4/18/2024 14:30,0,0,0.001,190.892,0,0,-0.001,2.289
4/18/2024 14:40,0,0,0.001,190.893,0,0,0.006,2.295
4/18/2024 14:50,0,0,-0.002,190.891,0,0,-0.006,2.289
4/18/2024 15:00,0,0,-0.004,190.887,0,0,0.002,2.291
4/18/2024 15:10,0,0,-0.003,190.884,0,0,-0.004,2.287
4/18/2024 15:20,0,0,0.004,190.888,0,0,0.007,2.294
4/18/2024 15:30,0,0,0,190.888,0,0,-0.004,2.29
4/18/2024 15:40,0,0,0,190.888,0,0,0.001,2.291
4/18/2024 15:50,0,0,0.001,190.889,0,0,0.002,2.293
4/18/2024 16:00,0,0,-0.004,190.885,0,0,0.002,2.295
4/18/2024 16:10,0,0,0.001,190.886,0,0,-0.004,2.291
4/18/2024 16:20,0,0,0.001,190.887,0,0,-0.004,2.287
4/18/2024 16:30,0,0,0.001,190.888,0,0,0.002,2.289
4/18/2024 16:40,0,0,0.002,190.89,0,0,-0.002,2.287
4/18/2024 16:50,0,0,-0.003,190.887,0,0,0.007,2.294
4/18/2024 17:00,0,0,0.002,190.889,0,0,-0.005,2.289
4/18/2024 17:10,0,0,-0.001,190.888,0,0,0.007,2.296
4/18/2024 17:20,0,0,0,190.888,0,0,-0.003,2.293
4/18/2024 17:30,0,0,-0.001,190.887,0,0,0.002,2.295
4/18/2024 17:40,0,0,0.002,190.889,0,0,-0.001,2.294
4/18/2024 17:50,0,0,-0.002,190.887,0,0,-0.003,2.291
4/18/2024 18:00,0,0,-0.001,190.886,0,0,0.002,2.293
4/18/2024 18:10,0,0,0,190.886,0,0,0.006,2.299
4/18/2024 18:20,0,0,0.001,190.887,0,0,-0.002,2.297
4/18/2024 18:30,0,0,-0.001,190.886,0,0,0.004,2.301
4/18/2024 18:40,0,0,0.001,190.887,0,0,0,2.301
4/18/2024 18:50,0,0,0,190.887,0,0,-0.002,2.299
4/18/2024 19:00,0,0,0,190.887,0,0,-0.001,2.298
4/18/2024 19:10,0,0,-0.001,190.886,0,0,0,2.298
4/18/2024 19:20,0,0,-0.001,190.885,0,0,0.003,2.301
4/18/2024 19:30,0,0,0.001,190.886,0,0,-0.002,2.299
4/18/2024 19:40,0,0,0.001,190.887,0,0,0,2.299
4/18/2024 19:50,0,0,-0.001,190.886,0,0,0,2.299
4/18/2024 20:00,0,0,0.001,190.887,0,0,0,2.299
4/18/2024 20:10,0,0,0,190.887,0,0,0.002,2.301
4/18/2024 20:20,0,0,-0.001,190.886,0,0,0,2.301
4/18/2024 20:30,0,0,0.001,190.887,0,0,0,2.301
4/18/2024 20:40,0,0,-0.001,190.886,0,0,-0.003,2.298
4/18/2024 20:50,0,0,0,190.886,0,0,0.003,2.301
4/18/2024 21:00,0,0,0,190.886,0,0,0,2.301
4/18/2024 21:10,0,0,0,190.886,0,0,-0.004,2.297
4/18/2024 21:20,0,0,0.001,190.887,0,0,0.002,2.299
4/18/2024 21:30,0,0,0,190.887,0,0,-0.001,2.298
4/18/2024 21:40,0,0,-0.001,190.886,0,0,-0.001,2.297
4/18/2024 21:50,0,0,0,190.886,0,0,0.001,2.298
4/18/2024 22:00,0,0,0,190.886,0,0,-0.001,2.297
4/18/2024 22:10,0,0,0.001,190.887,0,0,0.001,2.298
4/18/2024 22:20,0,0,0,190.887,0,0,0,2.298
4/18/2024 22:30,0,0,-0.001,190.886,0,0,-0.001,2.297
4/18/2024 22:40,0,0,0.001,190.887,0,0,0,2.297
4/18/2024 22:50,0,0,0,190.887,0,0,0.002,2.299
4/18/2024 23:00,0,0,-0.001,190.886,0,0,-0.001,2.298
4/18/2024 23:10,0,0,0.001,190.887,0,0,0,2.298
4/18/2024 23:20,0,0,0,190.887,0,0,0.002,2.3
4/18/2024 23:30,0,0,-0.001,190.886,0,0,0.001,2.301
4/18/2024 23:40,0,0,0.001,190.887,0,0,0,2.301
4/18/2024 23:50,0,0,0,190.887,0,0,-0.001,2.3
4/19/2024 0:00,0,0,-0.001,190.886,0,0,0,2.3
4/19/2024 0:10,0,0,0.001,190.887,0,0,0.001,2.301
4/19/2024 0:20,0,0,0,190.887,0,0,0,2.301
4/19/2024 0:30,0,0,0,190.887,0,0,0.002,2.303
4/19/2024 0:40,0,0,-0.001,190.886,0,0,0,2.303
4/19/2024 0:50,0,0,0,190.886,0,0,-0.001,2.302
4/19/2024 1:00,0,0,0,190.886,0,0,0,2.302
4/19/2024 1:10,0,0,0,190.886,0,0,0,2.302
4/19/2024 1:20,0,0,0,190.886,0,0,0,2.302
4/19/2024 1:30,0,0,0,190.886,0,0,0,2.302
4/19/2024 1:40,0,0,0,190.886,0,0,0.001,2.303
4/19/2024 1:50,0,0,0,190.886,0,0,-0.001,2.302
4/19/2024 2:00,0,0,0.001,190.887,0,0,0,2.302
4/19/2024 2:10,0,0,0,190.887,0,0,-0.002,2.3
4/19/2024 2:20,0,0,-0.003,190.884,0,0,0.001,2.301
4/19/2024 2:30,0,0,0.003,190.887,0,0,0,2.301
4/19/2024 2:40,0,0,0,190.887,0,0,0.001,2.302
4/19/2024 2:50,0,0,0,190.887,0,0,-0.003,2.299
4/19/2024 3:00,0,0,-0.001,190.886,0,0,0.003,2.302
4/19/2024 3:10,0,0,0.001,190.887,0,0,-0.001,2.301
4/19/2024 3:20,0,0,0.001,190.888,0,0,0,2.301
4/19/2024 3:30,0,0,0,190.888,0,0,0.001,2.302
4/19/2024 3:40,0,0,0,190.888,0,0,-0.001,2.301
4/19/2024 3:50,0,0,-0.001,190.887,0,0,0.002,2.303
4/19/2024 4:00,0,0,0,190.887,0,0,-0.003,2.3
4/19/2024 4:10,0,0,0.001,190.888,0,0,0.002,2.302
4/19/2024 4:20,0,0,0,190.888,0,0,0,2.302
4/19/2024 4:30,0,0,0,190.888,0,0,0.001,2.303
4/19/2024 4:40,0,0,0,190.888,0,0,-0.002,2.301
4/19/2024 4:50,0,0,0.001,190.889,0,0,0,2.301
4/19/2024 5:00,0,0,-0.001,190.888,0,0,0.001,2.302
4/19/2024 5:10,0,0,0.001,190.889,0,0,-0.001,2.301
4/19/2024 5:20,0,0,-0.001,190.888,0,0,0.001,2.302
4/19/2024 5:30,0,0,-0.001,190.887,0,0,0,2.302
4/19/2024 5:40,0,0,0.002,190.889,0,0,0.001,2.303
4/19/2024 5:50,0,0,-0.003,190.886,0,0,-0.001,2.302
4/19/2024 6:00,0,0,0.003,190.889,0,0,0.001,2.303
4/19/2024 6:10,0,0,0,190.889,0,0,-0.001,2.302
4/19/2024 6:20,0,0,-0.001,190.888,0,0,-0.003,2.299
4/19/2024 6:30,0,0,0.001,190.889,0,0,0.002,2.301
4/19/2024 6:40,0,0,0.002,190.891,0,0,0,2.301
4/19/2024 6:50,0,0,0,190.891,0,0,0,2.301
4/19/2024 7:00,0,0,0,190.891,0,0,-0.003,2.298
4/19/2024 7:10,0,0,0.001,190.892,0,0,-0.001,2.297
4/19/2024 7:20,0,0,0,190.892,0,0,-0.001,2.296
4/19/2024 7:30,0,0,-0.001,190.891,0,0,0.001,2.297
4/19/2024 7:40,0,0,0.002,190.893,0,0,0.001,2.298
4/19/2024 7:50,0,0,-0.001,190.892,0,0,0,2.298
4/19/2024 8:00,0,0,-0.003,190.889,0,0,0.001,2.299
4/19/2024 8:10,0,0,0.004,190.893,0,0,-0.002,2.297
4/19/2024 8:20,0,0,-0.001,190.892,0,0,0,2.297
4/19/2024 8:30,0,0,-0.003,190.889,0,0,-0.001,2.296
4/19/2024 8:40,0,0,0,190.889,0,0,-0.003,2.293
4/19/2024 8:50,0,0,0,190.889,0,0,0.005,2.298
4/19/2024 9:00,0,0,0.003,190.892,0,0,-0.004,2.294
4/19/2024 9:10,0,0,-0.002,190.89,0,0,-0.002,2.292
4/19/2024 9:20,0,0,-0.001,190.889,0,0,-0.002,2.29
4/19/2024 9:30,0,0,-0.001,190.888,0,0,0,2.29
4/19/2024 9:40,0,0,-0.001,190.887,0,0,-0.003,2.287
4/19/2024 9:50,0,0,0.001,190.888,0,0,0.004,2.291
4/19/2024 10:00,0,0,0.001,190.889,0,0,-0.001,2.29
4/19/2024 10:10,0,0,0.004,190.893,0,0,-0.006,2.284
4/19/2024 10:20,0,0,0,190.893,0,0,0.003,2.287
4/19/2024 10:30,0,0,-0.001,190.892,0,0,0,2.287
4/19/2024 10:40,0,0,0.002,190.894,0,0,0,2.287
4/19/2024 10:50,0,0,0,190.894,0,0,-0.001,2.286
4/19/2024 11:00,0,0,-0.002,190.892,0,0,0.002,2.288
4/19/2024 11:10,0,0,0.002,190.894,0,0,-0.003,2.285
4/19/2024 11:20,0,0,0.002,190.896,0,0,0.005,2.29
4/19/2024 11:30,0,0,0,190.896,0,0,-0.006,2.284
4/19/2024 11:40,0,0,0,190.896,0,0,0.004,2.288
4/19/2024 11:50,0,0,-0.001,190.895,0,0,-0.002,2.286
4/19/2024 12:00,0,0,0,190.895,0,0,0.001,2.287
4/19/2024 12:10,0,0,-0.002,190.893,0,0,0,2.287
4/19/2024 12:20,0,0,0,190.893,0,0,0,2.287
4/19/2024 12:30,0,0,0,190.893,0,0,0.001,2.288
4/19/2024 12:40,0,0,0.002,190.895,0,0,-0.002,2.286
4/19/2024 12:50,0,0,0,190.895,0,0,0.001,2.287
4/19/2024 13:00,0,0,0,190.895,0,0,-0.001,2.286
4/19/2024 13:10,0,0,-0.002,190.893,0,0,0.001,2.287
4/19/2024 13:20,0,0,-0.001,190.892,0,0,0.002,2.289
4/19/2024 13:30,0,0,-0.004,190.888,0,0,-0.002,2.287
4/19/2024 13:40,0,0,0,190.888,0,0,0,2.287
4/19/2024 13:50,0,0,-0.001,190.887,0,0,0,2.287
4/19/2024 14:00,0,0,0.002,190.889,0,0,-0.002,2.285
4/19/2024 14:10,0,0,-0.002,190.887,0,0,0.006,2.291
4/19/2024 14:20,0,0,0.004,190.891,0,0,-0.004,2.287
4/19/2024 14:30,0,0,-0.001,190.89,0,0,0.007,2.294
4/19/2024 14:40,0,0,-0.002,190.888,0,0,0,2.294
4/19/2024 14:50,0,0,0.004,190.892,0,0,-0.004,2.29
4/19/2024 15:00,0,0,-0.011,190.881,0,0,0.004,2.294
4/19/2024 15:10,0,0,0.002,190.883,0,0,-0.001,2.293
4/19/2024 15:20,0,0,0.003,190.886,0,0,-0.003,2.29
4/19/2024 15:30,0,0,0.001,190.887,0,0,0,2.29
4/19/2024 15:40,0,0,-0.001,190.886,0,0,0.001,2.291
4/19/2024 15:50,0,0,0,190.886,0,0,0.004,2.295
4/19/2024 16:00,0,0,0,190.886,0,0,-0.001,2.294
4/19/2024 16:10,0,0,0.001,190.887,0,0,0,2.294
4/19/2024 16:20,0,0,0,190.887,0,0,-0.001,2.293
4/19/2024 16:30,0,0,0,190.887,0,0,-0.001,2.292
4/19/2024 16:40,0,0,-0.001,190.886,0,0,0.001,2.293
4/19/2024 16:50,0,0,0.001,190.887,0,0,0.002,2.295
4/19/2024 17:00,0,0,0,190.887,0,0,-0.005,2.29
4/19/2024 17:10,0,0,-0.001,190.886,0,0,0,2.29
4/19/2024 17:20,0,0,0,190.886,0,0,0.003,2.293
4/19/2024 17:30,0,0,-0.001,190.885,0,0,0,2.293
4/19/2024 17:40,0,0,0,190.885,0,0,-0.002,2.291
4/19/2024 17:50,0,0,0,190.885,0,0,0.003,2.294
4/19/2024 18:00,0,0,-0.001,190.884,0,0,0,2.294
4/19/2024 18:10,0,0,0,190.884,0,0,-0.001,2.293
4/19/2024 18:20,0,0,0,190.884,0,0,0.006,2.299
4/19/2024 18:30,0,0,0.001,190.885,0,0,-0.005,2.294
4/19/2024 18:40,0,0,-0.001,190.884,0,0,0,2.294
4/19/2024 18:50,0,0,0,190.884,0,0,0,2.294
4/19/2024 19:00,0,0,0,190.884,0,0,0.001,2.295
4/19/2024 19:10,0,0,0,190.884,0,0,-0.001,2.294
4/19/2024 19:20,0,0,0,190.884,0,0,0.003,2.297
4/19/2024 19:30,0,0,0,190.884,0,0,0.004,2.301
4/19/2024 19:40,0,0,0,190.884,0,0,-0.002,2.299
4/19/2024 19:50,0,0,0,190.884,0,0,0,2.299
4/19/2024 20:00,0,0,0,190.884,0,0,0,2.299
4/19/2024 20:10,0,0,0,190.884,0,0,0.001,2.3
4/19/2024 20:20,0,0,0,190.884,0,0,-0.001,2.299
4/19/2024 20:30,0,0,0,190.884,0,0,0,2.299
4/19/2024 20:40,0,0,0,190.884,0,0,0,2.299
4/19/2024 20:50,0,0,0,190.884,0,0,-0.005,2.294
4/19/2024 21:00,0,0,0,190.884,0,0,0.008,2.302
4/19/2024 21:10,0,0,0,190.884,0,0,-0.005,2.297
4/19/2024 21:20,0,0,0,190.884,0,0,-0.002,2.295
4/19/2024 21:30,0,0,-0.001,190.883,0,0,0.001,2.296
4/19/2024 21:40,0,0,0.001,190.884,0,0,0.001,2.297
4/19/2024 21:50,0,0,0,190.884,0,0,0.002,2.299
4/19/2024 22:00,0,0,-0.001,190.883,0,0,-0.006,2.293
4/19/2024 22:10,0,0,0.001,190.884,0,0,0,2.293
4/19/2024 22:20,0,0,0,190.884,0,0,-0.002,2.291
4/19/2024 22:30,0,0,0,190.884,0,0,-0.001,2.29
4/19/2024 22:40,0,0,0.002,190.886,0,0,0,2.29
4/19/2024 22:50,0,0,-0.002,190.884,0,0,-0.002,2.288
4/19/2024 23:00,0,0,0.002,190.886,0,0,0.003,2.291
4/19/2024 23:10,0,0,0,190.886,0,0,0,2.291
4/19/2024 23:20,0,0,-0.002,190.884,0,0,-0.002,2.289
4/19/2024 23:30,0,0,0.002,190.886,0,0,0,2.289
4/19/2024 23:40,0,0,0,190.886,0,0,0.004,2.293
4/19/2024 23:50,0,0,0,190.886,0,0,0.005,2.298
4/20/2024 0:00,0,0,0,190.886,0,0,-0.001,2.297
4/20/2024 0:10,0,0,-0.001,190.885,0,0,0.004,2.301
4/20/2024 0:20,0,0,0.001,190.886,0,0,-0.008,2.293
4/20/2024 0:30,0,0,0,190.886,0,0,0.006,2.299
4/20/2024 0:40,0,0,0,190.886,0,0,0,2.299
4/20/2024 0:50,0,0,0,190.886,0,0,0.001,2.3
4/20/2024 1:00,0,0,0,190.886,0,0,-0.001,2.299
4/20/2024 1:10,0,0,0,190.886,0,0,0.001,2.3
4/20/2024 1:20,0,0,0,190.886,0,0,-0.001,2.299
4/20/2024 1:30,0,0,0,190.886,0,0,0.001,2.3
4/20/2024 1:40,0,0,0,190.886,0,0,-0.001,2.299
4/20/2024 1:50,0,0,0,190.886,0,0,0.001,2.3
4/20/2024 2:00,0,0,0,190.886,0,0,0.001,2.301
4/20/2024 2:10,0,0,0,190.886,0,0,0,2.301
4/20/2024 2:20,0,0,0,190.886,0,0,0.001,2.302
4/20/2024 2:30,0,0,0.001,190.887,0,0,-0.001,2.301
4/20/2024 2:40,0,0,-0.001,190.886,0,0,0.001,2.302
4/20/2024 2:50,0,0,0,190.886,0,0,0,2.302
4/20/2024 3:00,0,0,0,190.886,0,0,0,2.302
4/20/2024 3:10,0,0,0,190.886,0.5,0.5,-0.001,2.301
4/20/2024 3:20,0,0,0,190.886,0,0.5,0,2.301
4/20/2024 3:30,0,0,0.001,190.887,0,0.5,0.001,2.302
4/20/2024 3:40,0,0,0,190.887,0,0.5,0.001,2.303
4/20/2024 3:50,0,0,-0.001,190.886,0,0.5,0,2.303
4/20/2024 4:00,0,0,0,190.886,0,0.5,-0.001,2.302
4/20/2024 4:10,0,0,0,190.886,0,0.5,0,2.302
4/20/2024 4:20,0,0,0,190.886,0,0.5,0,2.302
4/20/2024 4:30,0,0,0,190.886,0,0.5,0.001,2.303
4/20/2024 4:40,0,0,0.001,190.887,0,0.5,-0.002,2.301
4/20/2024 4:50,0,0,0,190.887,0,0.5,0.001,2.302
4/20/2024 5:00,0,0,-0.001,190.886,0,0.5,0.001,2.303
4/20/2024 5:10,0,0,0.001,190.887,0,0.5,0.001,2.304
4/20/2024 5:20,0,0,-0.001,190.886,0,0.5,-0.001,2.303
4/20/2024 5:30,0,0,0.002,190.888,0,0.5,-0.001,2.302
4/20/2024 5:40,0,0,0,190.888,0,0.5,0.001,2.303
4/20/2024 5:50,0,0,-0.001,190.887,0,0.5,-0.001,2.302
4/20/2024 6:00,0,0,0,190.887,0,0.5,0,2.302
4/20/2024 6:10,0,0,0,190.887,0,0.5,0,2.302
4/20/2024 6:20,0,0,0.001,190.888,0,0.5,0.002,2.304
4/20/2024 6:30,0,0,-0.001,190.887,0,0.5,-0.001,2.303
4/20/2024 6:40,0,0,0.001,190.888,0,0.5,-0.001,2.302
4/20/2024 6:50,0,0,-0.001,190.887,0,0.5,0,2.302
4/20/2024 7:00,0,0,0.001,190.888,0,0.5,-0.008,2.294
4/20/2024 7:10,0,0,-0.003,190.885,0,0.5,0.001,2.295
4/20/2024 7:20,0,0,0.001,190.886,0,0.5,0.006,2.301
4/20/2024 7:30,0,0,0,190.886,0,0.5,-0.002,2.299
4/20/2024 7:40,0,0,0.001,190.887,0,0.5,-0.005,2.294
4/20/2024 7:50,0,0,0.001,190.888,0,0.5,0.003,2.297
4/20/2024 8:00,0,0,0,190.888,0,0.5,-0.003,2.294
4/20/2024 8:10,0,0,-0.002,190.886,0,0.5,0.005,2.299
4/20/2024 8:20,0,0,0.005,190.891,0,0.5,-0.005,2.294
4/20/2024 8:30,0,0,-0.002,190.889,0,0.5,0.004,2.298
4/20/2024 8:40,0,0,0,190.889,0,0.5,-0.007,2.291
4/20/2024 8:50,0,0,-0.006,190.883,0,0.5,0.006,2.297
4/20/2024 9:00,0,0,0,190.883,0,0.5,-0.003,2.294
4/20/2024 9:10,0,0,-0.001,190.882,0,0.5,-0.004,2.29
4/20/2024 9:20,0,0,0.001,190.883,0,0.5,0.001,2.291
4/20/2024 9:30,0,0,0,190.883,0,0.5,0.006,2.297
4/20/2024 9:40,0,0,0.001,190.884,0,0.5,-0.007,2.29
4/20/2024 9:50,0,0,0.001,190.885,0,0.5,0,2.29
4/20/2024 10:00,0,0,0.002,190.887,0,0.5,-0.003,2.287
4/20/2024 10:10,0,0,0.001,190.888,0,0.5,0.008,2.295
4/20/2024 10:20,0,0,-0.002,190.886,0,0.5,-0.008,2.287
4/20/2024 10:30,0,0,0.005,190.891,0,0.5,0.001,2.288
4/20/2024 10:40,0,0,-0.004,190.887,0,0.5,0.001,2.289
4/20/2024 10:50,0,0,0.003,190.89,0,0.5,-0.003,2.286
4/20/2024 11:00,0,0,-0.003,190.887,0,0.5,0.002,2.288
4/20/2024 11:10,0,0,0.005,190.892,0,0.5,0.001,2.289
4/20/2024 11:20,0,0,-0.004,190.888,0,0.5,0,2.289
4/20/2024 11:30,0,0,0.004,190.892,0,0.5,0,2.289
4/20/2024 11:40,0,0,-0.001,190.891,0,0.5,-0.001,2.288
4/20/2024 11:50,0,0,-0.002,190.889,0,0.5,-0.002,2.286
4/20/2024 12:00,0,0,0.002,190.891,0,0.5,0.003,2.289
4/20/2024 12:10,0,0,-0.002,190.889,0,0.5,-0.003,2.286
4/20/2024 12:20,0,0,0,190.889,0,0.5,-0.002,2.284
4/20/2024 12:30,0,0,0.003,190.892,0,0.5,0.003,2.287
4/20/2024 12:40,0,0,-0.005,190.887,0,0.5,0,2.287
4/20/2024 12:50,0,0,-0.001,190.886,0,0.5,0.001,2.288
4/20/2024 13:00,0,0,0.003,190.889,0,0.5,0,2.288
4/20/2024 13:10,0,0,0,190.889,0,0.5,-0.001,2.287
4/20/2024 13:20,0,0,0,190.889,0,0.5,-0.001,2.286
4/20/2024 13:30,0,0,-0.001,190.888,0,0.5,0,2.286
4/20/2024 13:40,0,0,-0.001,190.887,0,0.5,0.001,2.287
4/20/2024 13:50,0,0,0,190.887,0,0.5,0.001,2.288
4/20/2024 14:00,0,0,-0.001,190.886,0,0.5,-0.003,2.285
4/20/2024 14:10,0,0,0.001,190.887,0,0.5,0.002,2.287
4/20/2024 14:20,0,0,0.001,190.888,0,0.5,0,2.287
4/20/2024 14:30,0,0,0.001,190.889,0,0.5,-0.001,2.286
4/20/2024 14:40,0,0,-0.003,190.886,0,0.5,0.001,2.287
4/20/2024 14:50,0,0,0,190.886,0,0.5,0,2.287
4/20/2024 15:00,0,0,-0.004,190.882,0,0.5,0.001,2.288
4/20/2024 15:10,0,0,0.001,190.883,0,0.5,-0.001,2.287
4/20/2024 15:20,0,0,0.004,190.887,0,0.5,0.001,2.288
4/20/2024 15:30,0,0,-0.003,190.884,0,0.5,-0.002,2.286
4/20/2024 15:40,0,0,-0.004,190.88,0,0.5,0.001,2.287
4/20/2024 15:50,0,0,0.004,190.884,0,0.5,0,2.287
4/20/2024 16:00,0,0,-0.003,190.881,0,0.5,-0.002,2.285
4/20/2024 16:10,0,0,0.003,190.884,0,0.5,0.006,2.291
4/20/2024 16:20,0,0,0,190.884,0,0.5,-0.002,2.289
4/20/2024 16:30,0,0,0.002,190.886,0,0.5,-0.001,2.288
4/20/2024 16:40,0,0,0.001,190.887,0,0.5,0.001,2.289
4/20/2024 16:50,0,0,-0.001,190.886,0,0.5,0.002,2.291
4/20/2024 17:00,0,0,0.003,190.889,0,0.5,-0.002,2.289
4/20/2024 17:10,0,0,-0.001,190.888,0,0.5,0.002,2.291
4/20/2024 17:20,0,0,0,190.888,0,0.5,0,2.291
4/20/2024 17:30,0,0,0.001,190.889,0,0.5,-0.001,2.29
4/20/2024 17:40,0,0,0,190.889,0,0.5,-0.004,2.286
4/20/2024 17:50,0,0,0,190.889,0,0.5,0.001,2.287
4/20/2024 18:00,0,0,-0.001,190.888,0,0.5,0.004,2.291
4/20/2024 18:10,0,0,0.002,190.89,0,0.5,-0.001,2.29
4/20/2024 18:20,0,0,-0.001,190.889,0,0.5,0.001,2.291
4/20/2024 18:30,0,0,0,190.889,0,0.5,-0.004,2.287
4/20/2024 18:40,0,0,-0.001,190.888,0,0.5,0.006,2.293
4/20/2024 18:50,0,0,0.002,190.89,0,0.5,-0.002,2.291
4/20/2024 19:00,0,0,-0.001,190.889,0,0.5,0,2.291
4/20/2024 19:10,0,0,0,190.889,0,0.5,0.002,2.293
4/20/2024 19:20,0,0,0,190.889,0,0.5,0,2.293
4/20/2024 19:30,0,0,0,190.889,0,0.5,0.001,2.294
4/20/2024 19:40,0,0,0,190.889,0,0.5,-0.001,2.293
4/20/2024 19:50,0,0,-0.001,190.888,0,0.5,0,2.293
4/20/2024 20:00,0,0,0.002,190.89,0,0.5,-0.006,2.287
4/20/2024 20:10,0,0,0,190.89,0,0.5,-0.003,2.284
4/20/2024 20:20,0,0,-0.001,190.889,0,0.5,0.001,2.285
4/20/2024 20:30,0,0,0,190.889,0,0.5,0,2.285
4/20/2024 20:40,0,0,0,190.889,0,0.5,-0.001,2.284
4/20/2024 20:50,0,0,0,190.889,0,0.5,0.003,2.287
4/20/2024 21:00,0,0,-0.001,190.888,0,0.5,0.002,2.289
4/20/2024 21:10,0,0,0.001,190.889,0,0.5,-0.001,2.288
4/20/2024 21:20,0,0,-0.001,190.888,0,0.5,-0.001,2.287
4/20/2024 21:30,0,0,0.001,190.889,0,0.5,0,2.287
4/20/2024 21:40,0,0,0,190.889,0,0.5,0.004,2.291
4/20/2024 21:50,0,0,0,190.889,0,0.5,0.001,2.292
4/20/2024 22:00,0,0,0,190.889,0,0.5,-0.006,2.286
4/20/2024 22:10,0,0,0,190.889,0,0.5,0.004,2.29
4/20/2024 22:20,0,0,0,190.889,0,0.5,-0.004,2.286
4/20/2024 22:30,0,0,0,190.889,0,0.5,0.003,2.289
4/20/2024 22:40,0,0,0,190.889,0,0.5,-0.001,2.288
4/20/2024 22:50,0,0,-0.002,190.887,0,0.5,0,2.288
4/20/2024 23:00,0,0,0,190.887,0,0.5,0.003,2.291
4/20/2024 23:10,0,0,0.001,190.888,0,0.5,-0.003,2.288
4/20/2024 23:20,0,0,-0.001,190.887,0,0.5,-0.001,2.287
4/20/2024 23:30,0,0,-0.001,190.886,0,0.5,0.006,2.293
4/20/2024 23:40,0,0,0.001,190.887,0,0.5,-0.004,2.289
4/20/2024 23:50,0,0,0,190.887,0,0.5,0.004,2.293
4/21/2024 0:00,0,0,0,190.887,0,0.5,-0.003,2.29
4/21/2024 0:10,0,0,-0.001,190.886,0,0.5,0.003,2.293
4/21/2024 0:20,0,0,0,190.886,0,0.5,0.005,2.298
4/21/2024 0:30,0,0,0,190.886,0,0.5,0,2.298
4/21/2024 0:40,0,0,0.001,190.887,0,0.5,-0.003,2.295
4/21/2024 0:50,0,0,-0.001,190.886,0,0.5,0.002,2.297
4/21/2024 1:00,0,0,0,190.886,0,0.5,-0.006,2.291
4/21/2024 1:10,0,0,0,190.886,0,0.5,0.006,2.297
4/21/2024 1:20,0,0,0,190.886,0,0.5,-0.001,2.296
4/21/2024 1:30,0,0,0,190.886,0,0.5,0.002,2.298
